Title,Company,Location,Apply Link
Human Resources Manager,DLF Hospitality,Remote,https://in.linkedin.com/jobs/view/human-resources-manager-at-dlf-hospitality-4311864190?position=15&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=STq8FRmv%2Fy5%2Bap4m3fH9jA%3D%3D
HR Ops Manager,PepsiCo,Remote,https://in.linkedin.com/jobs/view/hr-ops-manager-at-pepsico-4285876813?position=16&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=8aETATaE29HgJvDYQH7lfw%3D%3D
Learning and Development Manager,FABINDIA LIMITED,Remote,https://in.linkedin.com/jobs/view/learning-and-development-manager-at-fabindia-limited-4302375021?position=17&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=mliFsAhlbHzEahRMe9JGSg%3D%3D
SM / Manager - Human Resources (HRBP for Medanta Foundation),Medanta,Remote,https://in.linkedin.com/jobs/view/sm-manager-human-resources-hrbp-for-medanta-foundation-at-medanta-4311584618?position=18&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=%2FRJ0WPnFBT9ikJKDdPXtYA%3D%3D
Human Resources Manager,The Indian Hotels Company Limited (IHCL),Remote,https://in.linkedin.com/jobs/view/human-resources-manager-at-the-indian-hotels-company-limited-ihcl-4309720382?position=19&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=WydezZWHYfr5kQAqU4MLig%3D%3D
Human Resources Associate,Shangri-La Bengaluru,Remote,https://in.linkedin.com/jobs/view/human-resources-associate-at-shangri-la-bengaluru-4299098740?position=20&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=rDdaHEQGM%2FtMAqSu2488wg%3D%3D
Chief Manager- HR Shared Services,Air India Express,Remote,https://in.linkedin.com/jobs/view/chief-manager-hr-shared-services-at-air-india-express-4310303908?position=21&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=BMnlnbPfK0%2BGNe8CJAOHLw%3D%3D
Deputy Manager - Human Resources,AXA XL,Remote,https://in.linkedin.com/jobs/view/deputy-manager-human-resources-at-axa-xl-4310889885?position=22&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=U7BCEcrKVzCfWTG4gvvYoA%3D%3D
Sr Manager,Tata Communications,Remote,https://in.linkedin.com/jobs/view/sr-manager-at-tata-communications-4307605452?position=23&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=5nnejHxvUyBOj2jobbj%2FJg%3D%3D
Sr. Manager HR Business Partner,Vertiv,Remote,https://in.linkedin.com/jobs/view/sr-manager-hr-business-partner-at-vertiv-4280411091?position=24&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=XPRqQ4kuszd7YeElYqyx9A%3D%3D
Deputy Manager- Talent Acquisition,Atlas Copco Group,Remote,https://in.linkedin.com/jobs/view/deputy-manager-talent-acquisition-at-atlas-copco-group-4310024452?position=25&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=HzrwbmTKMux7BQMXjEf5uQ%3D%3D
Regional HR Manager,IndusInd Bank,Remote,https://in.linkedin.com/jobs/view/regional-hr-manager-at-indusind-bank-4308715326?position=26&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=4OH4dDufrcKq7PIea34OiQ%3D%3D
"Manager, Global Workforce Solutions [T500-20060]",McDonald's,Remote,https://in.linkedin.com/jobs/view/manager-global-workforce-solutions-t500-20060-at-mcdonald-s-4310102402?position=27&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=yLRnkaYWtUknveqaZfKwkw%3D%3D
HR Manager- ER,Infosys,Remote,https://in.linkedin.com/jobs/view/hr-manager-er-at-infosys-4303663053?position=28&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=dT2Nhx%2BpY7R%2BDu5WaKPlMw%3D%3D
"Manager, HR Business Partner",The Walt Disney Company,Remote,https://in.linkedin.com/jobs/view/manager-hr-business-partner-at-the-walt-disney-company-4306307213?position=29&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=NTQ%2FxipWIytfUlOQTCEKIg%3D%3D
HR Partner,Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-at-amazon-4292577417?position=30&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=VHlXebzfD58jPuL7OZf%2BNw%3D%3D
Manager-HR,VARUN BEVERAGES LIMITED,Remote,https://in.linkedin.com/jobs/view/manager-hr-at-varun-beverages-limited-4298580834?position=31&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=uyccjsXdittu3Mxzjyl88Q%3D%3D
"SENIOR MANAGER, PEOPLE",Walmart Global Tech India,Remote,https://in.linkedin.com/jobs/view/senior-manager-people-at-walmart-global-tech-india-4309279088?position=32&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=AEwsLWybyi1ACEcSQHmkdg%3D%3D
Regional HR Head,Strategic Talent Partner,Remote,https://in.linkedin.com/jobs/view/regional-hr-head-at-strategic-talent-partner-4311233905?position=33&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=f1y4R%2F7zX29QQo5ABBoH3w%3D%3D
"HR Partner, APACMEA Corporate & Stores",Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-apacmea-corporate-stores-at-amazon-4293459816?position=34&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=xJ96U2a1YJhV2ZqI1PGnpQ%3D%3D
Manager HR Business Partner,IGT Solutions,Remote,https://in.linkedin.com/jobs/view/manager-hr-business-partner-at-igt-solutions-4297743852?position=35&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=IvfbBLxT9qwp5j%2FyZ23KFQ%3D%3D
"HR Ops – Executive Manager, SuccessFactors Employee Central",PepsiCo,Remote,https://in.linkedin.com/jobs/view/hr-ops-%E2%80%93-executive-manager-successfactors-employee-central-at-pepsico-4297480338?position=36&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=5Lz5c0lDqCDV4wmMy4zDCA%3D%3D
HR Transition Manager,Infosys,Remote,https://in.linkedin.com/jobs/view/hr-transition-manager-at-infosys-4282311906?position=37&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=ofjuUwKoc8c6ZQNZA%2BBqxA%3D%3D
Senior Manager HR Operations & Employee Experience,Zyeta,Remote,https://in.linkedin.com/jobs/view/senior-manager-hr-operations-employee-experience-at-zyeta-4311533320?position=38&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=%2BuaKeTxeQXy5BcKc146%2FiQ%3D%3D
"Resource Management- AM/DM- Bangalore, Gurgaon, Mumbai",Deloitte,Remote,https://in.linkedin.com/jobs/view/resource-management-am-dm-bangalore-gurgaon-mumbai-at-deloitte-4309945523?position=39&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=SV5HTGNlbNmpEQwZn%2Bf1hA%3D%3D
Accordion India - Manager – Resource Management,Accordion,Remote,https://in.linkedin.com/jobs/view/accordion-india-manager-%E2%80%93-resource-management-at-accordion-4302293399?position=40&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=aEDQMHaJKASE1wjkbRzPbA%3D%3D
Manager - HR (Teaming@BCG),Boston Consulting Group (BCG),Remote,https://in.linkedin.com/jobs/view/manager-hr-teaming%40bcg-at-boston-consulting-group-bcg-4291572967?position=41&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=SFaS%2FuPW4k7GM0cafU8e5Q%3D%3D
Human Resources Associate,JW Marriott,Remote,https://in.linkedin.com/jobs/view/human-resources-associate-at-jw-marriott-4303532260?position=42&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=ulO4ec5aK4apSfV6OTR%2BWQ%3D%3D
Group General Manager (HR & Admin),Seva Group,Remote,https://in.linkedin.com/jobs/view/group-general-manager-hr-admin-at-seva-group-4311103874?position=43&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=vd1lN8G5ajCdkMbuwlqlZQ%3D%3D
Human Resources Manager,Republic World,Remote,https://in.linkedin.com/jobs/view/human-resources-manager-at-republic-world-4309266334?position=44&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=5YIMEeQT0mGl38G7bMWw9A%3D%3D
HR Partner,Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-at-amazon-4292582073?position=45&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=wZODefyz81CUHo69p1%2FAdw%3D%3D
HRBP - Senior Manager/Group Leader - Bangalore - GO/JC/1276/2025,Golden Opportunities,Remote,https://in.linkedin.com/jobs/view/hrbp-senior-manager-group-leader-bangalore-go-jc-1276-2025-at-golden-opportunities-4310326336?position=46&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=1wSdiD9ff8a1yrq3QucuyA%3D%3D
Senior Manager Human Resources,Axis Max Life Insurance Limited,Remote,https://in.linkedin.com/jobs/view/senior-manager-human-resources-at-axis-max-life-insurance-limited-4300632422?position=47&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=nb3lfvPPjnn14qGrKLTW0g%3D%3D
Deputy Manager Human Resources,Chai Point,Remote,https://in.linkedin.com/jobs/view/deputy-manager-human-resources-at-chai-point-4310090579?position=48&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=SFIX5Ub8ST4s4eBeloCjpA%3D%3D
"Sr. Manager, Employee Relations",OpenText,Remote,https://in.linkedin.com/jobs/view/sr-manager-employee-relations-at-opentext-4297422167?position=49&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=OqUDTplAMPKBbcO9FI4Vfg%3D%3D
HR Operations Manager – UPL Global Business Services (GBS),UPL,Remote,https://in.linkedin.com/jobs/view/hr-operations-manager-%E2%80%93-upl-global-business-services-gbs-at-upl-4298601989?position=50&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=I%2BL19Hta5VpE7GPR%2BGg9eQ%3D%3D
Assistant Vice President Human Resources,Accenture in India,Remote,https://in.linkedin.com/jobs/view/assistant-vice-president-human-resources-at-accenture-in-india-4303666361?position=51&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=vxyKcSpaZgrnbiun5l45lw%3D%3D
Senior Specialist Human Resources [T500-20329],Best Buy™ India,Remote,https://in.linkedin.com/jobs/view/senior-specialist-human-resources-t500-20329-at-best-buy%E2%84%A2-india-4300908457?position=52&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=5ILvv8TMZd5xxZchJzPpEw%3D%3D
"Team Leader (HR Operations) - Noida, India",Flight Centre Travel Group,Remote,https://in.linkedin.com/jobs/view/team-leader-hr-operations-noida-india-at-flight-centre-travel-group-4308692121?position=53&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=45OJ17OOstEa7kxZ4nwfjw%3D%3D
"HR Partner, APACMEA Corporate & Stores, WWAS & G&A HRP",Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-apacmea-corporate-stores-wwas-g-a-hrp-at-amazon-4301541340?position=54&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=tTf%2Fum81dKjgXktFXX8aTQ%3D%3D
Senior Associate I - Talent Acquisition,Navi,Remote,https://in.linkedin.com/jobs/view/senior-associate-i-talent-acquisition-at-navi-4302712337?position=55&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=jv7vbj9%2Futh9Ncqnluvssg%3D%3D
Global HR Process & Operations Lead,IDC,Remote,https://in.linkedin.com/jobs/view/global-hr-process-operations-lead-at-idc-4309607559?position=56&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=q%2F%2F%2FD4Mt9tr%2BqsflGeWpZw%3D%3D
Senior Manager - HRBP - GO/JC/1079/2025,Golden Opportunities,Remote,https://in.linkedin.com/jobs/view/senior-manager-hrbp-go-jc-1079-2025-at-golden-opportunities-4299356321?position=57&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=Fh4tOmlsBxbu1N21B7mWjA%3D%3D
Human Resources Operations Specialist,Zyeta,Remote,https://in.linkedin.com/jobs/view/human-resources-operations-specialist-at-zyeta-4311520034?position=58&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=DCP8JuwAcHEPvF9ic%2BvvyQ%3D%3D
Group HR Strategy Manager,Reliance Industries Limited,Remote,https://in.linkedin.com/jobs/view/group-hr-strategy-manager-at-reliance-industries-limited-4306219926?position=59&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=ATXx0RoLAgMEX4OeK4tcaQ%3D%3D
Assistant Manager - HR,Meril,Remote,https://in.linkedin.com/jobs/view/assistant-manager-hr-at-meril-4304007912?position=60&pageNum=0&refId=NxJ9GvEZogJJrUOzyIHyrw%3D%3D&trackingId=ekGr4TRsh%2FlSszJ24sP%2FYg%3D%3D
Principal HR Business Partner,Intuit,Remote,https://in.linkedin.com/jobs/view/principal-hr-business-partner-at-intuit-4294267290?position=1&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=uACM1FqqjyECwL%2FHU5NH0A%3D%3D
Lead- BPHR,Infosys,Remote,https://in.linkedin.com/jobs/view/lead-bphr-at-infosys-4282468774?position=2&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=nw2aioG%2FvECWQQ6V7TYITg%3D%3D
"Senior Manager, People Experience [T500-19903]",McDonald's,Remote,https://in.linkedin.com/jobs/view/senior-manager-people-experience-t500-19903-at-mcdonald-s-4306442790?position=3&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=4VqUmfFNy4WaUP7Q2aDjcw%3D%3D
Manager-Human Resources Business Partner,Larsen & Toubro,Remote,https://in.linkedin.com/jobs/view/manager-human-resources-business-partner-at-larsen-toubro-4260239081?position=4&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=23q%2Bb21zBXw4k8oOVtA2Nw%3D%3D
HRBP_Director_HCM Employee Services,Morgan Stanley,Remote,https://in.linkedin.com/jobs/view/hrbp-director-hcm-employee-services-at-morgan-stanley-4303695682?position=5&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=gxaxzLNifJEUuG5TKjgZUw%3D%3D
Sr. Manager - HR Business Partner,Beiersdorf,Remote,https://in.linkedin.com/jobs/view/sr-manager-hr-business-partner-at-beiersdorf-4307545061?position=6&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=AOy7TL%2BPeMV7pqGZyoF2xA%3D%3D
HR Business Partner,H&M,Remote,https://in.linkedin.com/jobs/view/hr-business-partner-at-h-m-4302278387?position=7&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=oCclRHtH8rVJn21LxB9LTg%3D%3D
Senior Manager - HRO Transformation,Genpact,Remote,https://in.linkedin.com/jobs/view/senior-manager-hro-transformation-at-genpact-4310834998?position=8&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=Em0VKhzfqzuy2ELtWuV5WA%3D%3D
Director of Human Resources,Grand Hyatt,Remote,https://in.linkedin.com/jobs/view/director-of-human-resources-at-grand-hyatt-4308171234?position=9&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=xCdR6rJh3HP6igQT%2BdaMzQ%3D%3D
Manager - HR & Admin,Pidilite Industries Limited,Remote,https://in.linkedin.com/jobs/view/manager-hr-admin-at-pidilite-industries-limited-4097656901?position=10&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=eOMtKW7Aw7xeCgcCRbIMtw%3D%3D
Senior People Operations Associate,Cint,Remote,https://in.linkedin.com/jobs/view/senior-people-operations-associate-at-cint-4311117223?position=11&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=9J5s%2FddAbqOhDs9uuNZe6Q%3D%3D
Manager/ Sr. Manager- Corporate HR,SV Management Consultants,Remote,https://in.linkedin.com/jobs/view/manager-sr-manager-corporate-hr-at-sv-management-consultants-4311366881?position=12&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=gTgAFtb7JVATwBsPjYybog%3D%3D
Manager / Senior Manager - Human Resources,Emerson,Remote,https://in.linkedin.com/jobs/view/manager-senior-manager-human-resources-at-emerson-4222548921?position=13&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=iH0GplATECfiJ29J7JFjPg%3D%3D
Deputy Manager - HR,Lonza,Remote,https://in.linkedin.com/jobs/view/deputy-manager-hr-at-lonza-4301901800?position=14&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=%2FX1ZzMGcyFi5iwxWpE2j0w%3D%3D
Human Resources Manager,DLF Hospitality,Remote,https://in.linkedin.com/jobs/view/human-resources-manager-at-dlf-hospitality-4311864190?position=15&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=37wjCk6Cz9cdE8uaoE71gQ%3D%3D
HR Ops Manager,PepsiCo,Remote,https://in.linkedin.com/jobs/view/hr-ops-manager-at-pepsico-4285876813?position=16&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=lqhBq1PAz8NjF0RDCdWuhA%3D%3D
Learning and Development Manager,FABINDIA LIMITED,Remote,https://in.linkedin.com/jobs/view/learning-and-development-manager-at-fabindia-limited-4302375021?position=17&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=IryGPo3n0loxx7KWyg2lkw%3D%3D
SM / Manager - Human Resources (HRBP for Medanta Foundation),Medanta,Remote,https://in.linkedin.com/jobs/view/sm-manager-human-resources-hrbp-for-medanta-foundation-at-medanta-4311584618?position=18&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=HhrkxNxTCv%2F7%2BzXxO5HyOA%3D%3D
Human Resources Manager,The Indian Hotels Company Limited (IHCL),Remote,https://in.linkedin.com/jobs/view/human-resources-manager-at-the-indian-hotels-company-limited-ihcl-4309720382?position=19&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=a%2BlBYn4nbJeO9EM6Q%2Fc3iA%3D%3D
Human Resources Associate,Shangri-La Bengaluru,Remote,https://in.linkedin.com/jobs/view/human-resources-associate-at-shangri-la-bengaluru-4299098740?position=20&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=UVooXQSempJKrZUNy6dM5A%3D%3D
Chief Manager- HR Shared Services,Air India Express,Remote,https://in.linkedin.com/jobs/view/chief-manager-hr-shared-services-at-air-india-express-4310303908?position=21&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=ljNNV2Ieijv4NmhN%2BD4KBg%3D%3D
Deputy Manager - Human Resources,AXA XL,Remote,https://in.linkedin.com/jobs/view/deputy-manager-human-resources-at-axa-xl-4310889885?position=22&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=mj2bAlzEru959Of1uH080A%3D%3D
Sr Manager,Tata Communications,Remote,https://in.linkedin.com/jobs/view/sr-manager-at-tata-communications-4307605452?position=23&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=uBr0%2BpWgtLZ36dsVC1bXIw%3D%3D
Sr. Manager HR Business Partner,Vertiv,Remote,https://in.linkedin.com/jobs/view/sr-manager-hr-business-partner-at-vertiv-4280411091?position=24&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=oPrS1ZJbx%2Bj%2BQtTEivUKGw%3D%3D
Deputy Manager- Talent Acquisition,Atlas Copco Group,Remote,https://in.linkedin.com/jobs/view/deputy-manager-talent-acquisition-at-atlas-copco-group-4310024452?position=25&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=p5%2F1PnjYVK9sfqHR0h4S4A%3D%3D
Regional HR Manager,IndusInd Bank,Remote,https://in.linkedin.com/jobs/view/regional-hr-manager-at-indusind-bank-4308715326?position=26&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=mj8PoiaYWzps%2FQcGUC1iYQ%3D%3D
"Manager, Global Workforce Solutions [T500-20060]",McDonald's,Remote,https://in.linkedin.com/jobs/view/manager-global-workforce-solutions-t500-20060-at-mcdonald-s-4310102402?position=27&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=hbA75Pv4h0HyO6r7ES8Zcg%3D%3D
HR Manager- ER,Infosys,Remote,https://in.linkedin.com/jobs/view/hr-manager-er-at-infosys-4303663053?position=28&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=KW4NxFthUajrYFOtZ7T6Lg%3D%3D
"Manager, HR Business Partner",The Walt Disney Company,Remote,https://in.linkedin.com/jobs/view/manager-hr-business-partner-at-the-walt-disney-company-4306307213?position=29&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=gYPvK5d52mlvtt8vt2lfpg%3D%3D
HR Partner,Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-at-amazon-4292577417?position=30&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=pbiyBYJf4RrzMMMVFeT27w%3D%3D
Manager-HR,VARUN BEVERAGES LIMITED,Remote,https://in.linkedin.com/jobs/view/manager-hr-at-varun-beverages-limited-4298580834?position=31&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=K7nuOWDhDdbrvV5XFK6%2BPg%3D%3D
"SENIOR MANAGER, PEOPLE",Walmart Global Tech India,Remote,https://in.linkedin.com/jobs/view/senior-manager-people-at-walmart-global-tech-india-4309279088?position=32&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=pqcCZxt%2FN5IE8gxwUVBSXA%3D%3D
Regional HR Head,Strategic Talent Partner,Remote,https://in.linkedin.com/jobs/view/regional-hr-head-at-strategic-talent-partner-4311233905?position=33&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=eEMKVWB978Cj00az5gGQqw%3D%3D
"HR Partner, APACMEA Corporate & Stores",Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-apacmea-corporate-stores-at-amazon-4293459816?position=34&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=hq0Z2NrGy5c%2Bb7c6w0%2BZJg%3D%3D
Manager HR Business Partner,IGT Solutions,Remote,https://in.linkedin.com/jobs/view/manager-hr-business-partner-at-igt-solutions-4297743852?position=35&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=GydvoFNOptX7Vgtz5Ll%2FWg%3D%3D
"HR Ops – Executive Manager, SuccessFactors Employee Central",PepsiCo,Remote,https://in.linkedin.com/jobs/view/hr-ops-%E2%80%93-executive-manager-successfactors-employee-central-at-pepsico-4297480338?position=36&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=wR4b9jHTOea0DZpfDhH0ew%3D%3D
HR Transition Manager,Infosys,Remote,https://in.linkedin.com/jobs/view/hr-transition-manager-at-infosys-4282311906?position=37&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=UPPRfeTyxe4Zz10xuCqvlw%3D%3D
Senior Manager HR Operations & Employee Experience,Zyeta,Remote,https://in.linkedin.com/jobs/view/senior-manager-hr-operations-employee-experience-at-zyeta-4311533320?position=38&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=T3hEiPC3cNaoJ7fAh0ERuw%3D%3D
"Resource Management- AM/DM- Bangalore, Gurgaon, Mumbai",Deloitte,Remote,https://in.linkedin.com/jobs/view/resource-management-am-dm-bangalore-gurgaon-mumbai-at-deloitte-4309945523?position=39&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=6ZSLXE2U3akGClGrjdLEug%3D%3D
Accordion India - Manager – Resource Management,Accordion,Remote,https://in.linkedin.com/jobs/view/accordion-india-manager-%E2%80%93-resource-management-at-accordion-4302293399?position=40&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=6I%2BkUfNrzv566%2FfSGOqd4g%3D%3D
Manager - HR (Teaming@BCG),Boston Consulting Group (BCG),Remote,https://in.linkedin.com/jobs/view/manager-hr-teaming%40bcg-at-boston-consulting-group-bcg-4291572967?position=41&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=BDbTLawhzSqsshat4wr%2FxQ%3D%3D
Human Resources Associate,JW Marriott,Remote,https://in.linkedin.com/jobs/view/human-resources-associate-at-jw-marriott-4303532260?position=42&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=Ypj5G5YMMvonIDjA%2Fqentw%3D%3D
Group General Manager (HR & Admin),Seva Group,Remote,https://in.linkedin.com/jobs/view/group-general-manager-hr-admin-at-seva-group-4311103874?position=43&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=1LdeTW9DQJ%2BUrbwF2d8tnQ%3D%3D
Human Resources Manager,Republic World,Remote,https://in.linkedin.com/jobs/view/human-resources-manager-at-republic-world-4309266334?position=44&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=BbyNlMsFJuoElS%2BOQbX%2FUg%3D%3D
HR Partner,Amazon,Remote,https://in.linkedin.com/jobs/view/hr-partner-at-amazon-4292582073?position=45&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=ktnZdMhpI0WR4snZKwDREw%3D%3D
HRBP - Senior Manager/Group Leader - Bangalore - GO/JC/1276/2025,Golden Opportunities,Remote,https://in.linkedin.com/jobs/view/hrbp-senior-manager-group-leader-bangalore-go-jc-1276-2025-at-golden-opportunities-4310326336?position=46&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=2kncxO3%2BZhdpNXuuD7SUSA%3D%3D
Senior Manager Human Resources,Axis Max Life Insurance Limited,Remote,https://in.linkedin.com/jobs/view/senior-manager-human-resources-at-axis-max-life-insurance-limited-4300632422?position=47&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=xPhDuDVza71ou2Nkcls6Bw%3D%3D
Deputy Manager Human Resources,Chai Point,Remote,https://in.linkedin.com/jobs/view/deputy-manager-human-resources-at-chai-point-4310090579?position=48&pageNum=0&refId=3BpNudCol9YX0WR62EjfhQ%3D%3D&trackingId=ZmvsyHH8BLo%2BznwOzDgTOA%3D%3D
